145;4189.00;13.65;1384.00;big
145;4051.00;12.62;1302.00;big
146;4157.00;22.00;1162.00;big
146;4307.00;21.15;1226.00;small
147;3986.00;9.70;1923.00;big
147;4399.00;10.50;1901.00;big
147;4030.00;10.25;1774.00;big
148;4931.00;10.45;1469.00;small
148;4841.00;10.70;1579.00;big
149;5195.00;11.75;1784.00;big
149;4810.00;10.90;1743.00;big
150;3597.00;10.60;1767.00;big
150;3600.00;10.15;1877.00;small
150;3716.00;10.25;1836.00;big
151;4105.00;10.62;1624.00;big
151;4232.00;10.50;1697.00;big
152;4518.00;12.55;1442.00;big
152;4314.00;16.30;1479.00;big
153;3948.00;9.80;1029.00;big
153;4065.00;11.12;1037.00;small
153;4008.00;10.50;1117.00;big
154;4926.00;10.35;1228.00;big
154;4856.00;10.15;1201.00;small
155;4744.00;10.07;1366.00;big
156;4925.00;9.85;195.00;big
156;4971.00;12.50;141.00;small
157;5475.00;12.55;62.00;big
157;5566.00;11.55;162.00;small
158;4490.00;12.18;539.00;big
158;4744.00;11.30;499.00;small
158;4561.00;11.10;526.00;small
159;4630.00;10.43;702.00;small
159;4561.00;10.45;641.00;big
160;4699.00;10.50;903.00;big
160;4754.00;11.30;768.00;big
160;4722.00;10.75;829.00;small
161;2508.00;11.35;1907.00;big
162;3834.00;17.10;1212.00;big
163;1936.00;10.10;918.00;big
163;1860.00;9.80;752.00;big
164;4660.00;9.70;1187.00;big
165;4577.00;9.82;1032.00;small
165;4508.00;9.95;1019.00;big
166;1485.00;9.50;1971.00;big
166;1525.00;9.50;1879.00;big
167;5093.00;10.75;526.00;small
167;4970.00;12.53;576.00;big
168;3079.00;9.50;1357.00;small
168;3015.00;9.50;1412.00;small
169;3048.00;9.50;1289.00;big
169;2948.00;10.18;1342.00;small
170;1601.00;9.50;1312.00;small
170;1463.00;9.50;1295.00;big
171;387.00;9.50;1901.00;small
171;815.00;9.60;1749.00;small
172;273.00;9.50;695.00;big
172;439.00;9.50;729.00;big
174;4656.00;9.50;968.00;big
174;4565.00;9.50;924.00;big
175;660.00;9.50;714.00;big
175;892.00;9.50;737.00;big
176;313.00;9.50;1351.00;big
176;354.00;9.50;1521.00;big
176;113.00;9.50;1486.00;big
177;5228.00;9.50;1295.00;big
177;5193.00;9.50;1184.00;big
177;5251.00;9.50;1409.00;big
178;5579.00;9.75;363.00;big
178;109.00;9.98;430.00;big
179;349.00;9.50;491.00;big
179;493.00;9.50;386.00;big
179;321.00;9.50;325.00;big
180;129.00;9.50;868.00;small
180;5594.00;9.50;947.00;big
181;3510.00;11.90;308.00;big
181;3544.00;10.28;389.00;small
182;2731.00;15.00;1212.00;small
182;2682.00;14.23;1159.00;big
183;3256.00;10.95;836.00;big
183;3250.00;12.38;628.00;big
183;3387.00;14.62;656.00;small
183;3251.00;11.30;717.00;small
184;3195.00;12.40;511.00;big
184;3056.00;14.03;450.00;big
184;3101.00;11.00;604.00;small
185;3293.00;13.85;360.00;big
185;3334.00;13.15;549.00;big
185;3371.00;11.70;448.00;small
186;4790.00;10.15;1293.00;big
187;4435.00;9.70;596.00;small
187;4377.00;9.90;660.00;big
188;4400.00;10.07;704.00;big
189;4308.00;11.65;1025.00;big
189;4298.00;10.03;954.00;small
190;3861.00;11.28;1093.00;big
190;3958.00;11.85;1193.00;big
191;3057.00;10.80;1930.00;big
191;3012.00;9.93;1883.00;big
191;3094.00;10.38;1968.00;big
192;3107.00;11.45;1887.00;big
193;4887.00;10.20;433.00;big
193;4904.00;10.30;353.00;small
194;5097.00;10.10;174.00;big
194;5071.00;11.82;90.00;big
195;5113.00;11.05;275.00;big
195;5022.00;9.70;391.00;big
196;3513.00;11.65;1032.00;small
196;3417.00;12.57;1088.00;big
197;1689.00;11.53;1614.00;small
198;1476.00;10.20;1526.00;big
199;1126.00;14.60;1624.00;small
199;1031.00;16.30;1664.00;big
200;4479.00;13.85;1223.00;small
200;4389.00;17.45;1285.00;big
201;1759.00;10.65;565.00;big
201;1674.00;14.93;660.00;small
201;1590.00;11.10;802.00;big
202;4705.00;10.50;183.00;big
202;4713.00;10.53;322.00;big
203;2964.00;9.70;1649.00;big
204;4120.00;19.33;1118.00;big
205;2980.00;9.70;1596.00;big
206;3052.00;9.80;1589.00;big
207;2918.00;10.98;1523.00;big
208;4471.00;12.75;1079.00;small
208;4387.00;13.80;1054.00;big
209;3042.00;13.30;1468.00;big
209;2997.00;14.95;1465.00;small
210;2932.00;15.38;1447.00;big
211;4578.00;10.98;1215.00;big
211;4654.00;11.95;1257.00;small
212;2993.00;11.28;1483.00;big
213;3520.00;9.70;1169.00;small
213;3462.00;10.15;1225.00;big
214;3142.00;10.28;1575.00;big
215;3138.00;9.70;1611.00;big
216;3018.00;9.50;1909.00;small
216;2909.00;9.50;1804.00;small
217;3215.00;10.35;1607.00;big
217;3211.00;10.40;1560.00;small
218;3114.00;9.80;1458.00;big
219;3106.00;10.50;1487.00;big
220;3047.00;11.40;1793.00;big
221;3171.00;10.40;1644.00;big
222;3220.00;10.40;1663.00;big
223;1649.00;13.90;947.00;big
224;2909.00;9.50;1330.00;big
225;2116.00;9.90;778.00;big
225;2220.00;10.40;717.00;small
226;2829.36;9.50;1628.33;small
226;2810.00;9.50;1683.00;big
227;1618.00;11.98;1576.00;big
228;1402.00;10.40;1404.00;big
229;4681.00;11.93;1121.00;small
229;4656.00;9.60;1059.00;big
230;4502.00;14.23;1328.00;big
230;4596.00;12.55;1388.00;small
231;4542.00;9.80;1136.00;big
231;4601.00;10.43;1106.00;big
232;2966.00;10.62;1528.00;big
233;2942.00;13.88;1485.00;big
235;3141.00;9.90;1534.00;big
236;2813.00;9.90;1552.00;small
237;2879.00;10.03;1529.00;big
238;2896.00;10.43;1482.00;big
239;2854.00;10.00;1469.00;big
240;2796.00;10.10;1429.00;big
240;2777.00;9.70;1476.00;small
241;2904.00;11.35;1398.00;small
241;2903.00;14.48;1427.00;big
242;2847.00;10.38;1432.00;big
243;3394.00;18.27;1315.00;big
243;3464.00;14.03;1304.00;small
244;3310.00;10.48;942.00;big
245;3039.00;10.12;1158.00;big
246;2629.00;12.28;1102.00;big
247;3188.00;11.35;1370.00;big
248;3056.00;13.00;1326.00;big
249;3009.00;9.50;1628.00;small
249;3092.00;9.50;1622.00;big
250;3121.00;9.50;1237.00;big
251;3392.00;10.28;1658.00;big
251;3442.00;10.35;1658.00;small
252;2938.00;10.73;790.00;big
252;3002.00;11.28;656.00;big
252;3063.00;11.00;824.00;small
253;4435.00;12.10;973.00;small
253;4464.00;9.82;855.00;big
254;2733.00;12.53;1367.00;big
255;2804.00;10.75;1345.00;big
256;2741.00;12.28;1317.00;big
257;2737.00;11.18;1276.00;big
258;3129.00;12.30;1389.00;big
259;3232.00;9.85;1461.00;big
260;4985.00;12.60;1271.00;big
260;5025.00;11.95;1379.00;small
261;4841.00;10.50;1442.00;small
261;4715.00;11.45;1501.00;big
262;4606.00;11.70;1619.00;small
262;4431.00;11.40;1622.00;big
263;3308.00;10.00;1488.00;big
263;3318.00;9.80;1531.00;small
264;3341.00;9.70;1452.00;big
264;3398.00;9.90;1487.00;small
265;3323.00;9.90;1582.00;big
265;3342.00;10.07;1614.00;small
266;3335.00;10.30;1743.00;big
266;3278.00;9.73;1738.00;small
267;3321.00;10.60;1665.00;big
267;3272.00;9.80;1673.00;small
268;3503.00;9.80;1501.00;big
268;3457.00;10.28;1501.00;small
269;3397.00;9.88;1800.00;big
269;3478.00;9.95;1781.00;big
270;3479.00;10.20;1713.00;small
270;3399.00;10.50;1731.00;big
271;3381.00;10.07;1568.00;big
271;3423.00;10.05;1537.00;small
272;2700.00;9.50;1650.00;small
273;2716.00;9.50;1548.00;small
273;2736.00;9.50;1599.00;small
274;4435.00;9.50;677.00;small
277;3576.00;9.50;856.00;big
279;2962.00;9.50;1693.00;small
280;1676.00;9.50;2034.00;big
280;1795.00;9.60;1997.00;big
281;2891.00;9.50;1570.00;small
284;2907.00;9.50;1651.00;big
285;3215.00;9.50;1272.00;small
286;2958.00;10.80;1220.00;small
287;3223.00;10.00;1155.00;small
288;3320.00;10.40;1069.00;big
289;3354.00;10.75;1159.00;big
290;3521.00;12.48;909.00;small
290;3650.00;9.80;996.00;big
291;1509.00;11.00;1712.00;big
291;1310.00;10.85;1797.00;big
292;1225.00;11.25;1643.00;big
292;1325.00;10.50;1656.00;small
293;1272.00;10.50;1400.00;big
294;1164.00;17.62;1499.00;big
294;1072.00;15.48;1472.00;small
295;1274.00;10.70;1529.00;big
296;1385.00;11.23;1546.00;big
297;959.00;13.10;1463.00;big
297;904.00;9.70;1535.00;big
298;3220.90;9.50;1213.74;big
299;2995.00;9.50;1260.00;big
300;3154.00;9.80;1166.00;small
